,base_color_a,base_color_b,base_color_lum,base_ori,button,correct_answer,reaction_time,response,task,trial_color,trial_cue,trial_direction,trial_end,trial_orientation,trial_position_x,trial_position_y,trial_start,trial_stimulus,trial_stimulus_label
66,80,75,55,135,s,0,2.3167113540048376,-1,2,220.76171875,green135,-1.0,583.94683218799764,-5.4375,0,0,577.10676467946996,1,red135
67,-80,75,55,45,j,1,1.0168528995454835,-1,2,-83.59375,red45,-1.0,590.57980873534143,-1.0,0,0,584.23957516381779,2,green45
68,-80,75,55,45,j,0,1.2500717705734132,-1,2,-83.59375,green45,1.0,597.21277017309058,1.0,0,0,590.87231822516424,2,green45
69,-80,75,55,135,j,1,1.0167645226729292,-1,2,-83.59375,green135,-1.0,604.35407281969219,-5.4375,0,0,597.50787623246561,3,green135
70,-80,75,55,45,j,0,0.97502241494021291,-1,2,-83.59375,green135,1.0,611.49533811993842,1.75,0,0,604.65412798396665,2,green45
71,80,75,55,135,f,1,2.1334142979530952,1,1,220.76171875,red135,1.0,618.13665715902516,5.4375,0,0,611.79028738163561,1,red135
72,-80,75,55,135,s,1,1.9417228643796989,-1,1,-83.59375,green135,-1.0,624.76961660116831,-5.4375,0,0,618.43006923330177,3,green135
73,80,75,55,135,l,1,0.77519489238693495,1,2,220.76171875,red135,1.0,631.9109360678849,5.4375,0,0,625.06447520529764,1,red135
74,-80,75,55,135,j,1,1.2417289937438909,-1,2,-83.59375,green45,-1.0,639.05223244258013,-5.4375,0,0,632.20649142387992,3,green135
75,-80,75,55,135,s,1,0.95844747491537419,-1,1,-83.59375,green135,-1.0,645.69351356513744,5.015625,0,0,639.35082796301322,3,green135
76,-80,75,55,135,s,1,1.9333703946031164,-1,1,-83.59375,green135,-1.0,652.83477031278289,5.015625,0,0,645.99029878510282,3,green135
77,-80,75,55,45,j,1,1.1084486865347571,-1,2,-77.265625,green45,-1.0,659.4761269833125,-2.5,0,0,653.13373929677618,2,green45
78,-80,75,55,135,s,0,2.1500374176275727,-1,1,-77.265625,green135,1.0,666.11740725061009,5.015625,0,0,659.77115692454208,3,green135
79,-80,75,55,45,j,0,0.83346090962550079,-1,2,-83.59375,green45,1.0,673.25866000704173,2.5,0,0,666.41562987765519,2,green45
80,-80,75,55,45,l,1,1.2167183386281977,1,2,-83.59375,green45,1.0,680.39997120624412,3.0625,0,0,673.5601742449835,2,green45
81,80,75,55,45,f,1,2.6083151234206525,1,1,220.76171875,red45,1.0,687.04125632001524,-3.0625,0,0,680.69786170729822,0,red45
82,80,75,55,135,f,1,1.1667298133679651,1,1,217.2021484375,green45,1.0,694.18258262881318,5.015625,0,0,687.33730886719331,1,red135
83,80,75,55,135,l,1,0.55011496120641823,1,2,217.2021484375,red135,1.0,701.32381143796283,5.015625,0,0,694.47932964716256,1,red135
84,80,75,55,45,j,0,2.0166898299603417,-1,2,217.2021484375,red135,1.0,707.96515271381122,3.0625,0,0,701.62365763369507,0,red45
85,-80,75,55,45,f,1,1.0084360001765162,1,1,-83.59375,red45,1.0,715.10641915440465,-3.484375,0,0,708.26650359708128,2,green45
86,80,75,55,45,j,1,1.1584486152632962,-1,2,217.2021484375,red45,-1.0,722.24766421349523,-3.484375,0,0,715.40607206136156,0,red45
87,80,75,55,45,j,1,0.69173063299240312,-1,2,217.2021484375,red45,-1.0,729.38902216691531,-3.484375,0,0,722.54852275205576,0,red45
88,80,75,55,135,l,1,0.68342890864551009,1,2,217.2021484375,red45,1.0,736.03028589918449,5.015625,0,0,729.68933219868813,1,red135
89,-80,75,55,135,f,1,1.3417756054168422,1,1,-83.59375,red135,1.0,743.17157201075952,5.015625,0,0,736.32816357133834,3,green135
90,80,75,55,45,j,1,0.83340674315513752,-1,2,217.2021484375,red45,-1.0,750.32119462725586,-3.484375,0,0,743.47627522838957,0,red45
91,80,75,55,45,j,0,0.98343304240279394,-1,2,217.2021484375,red45,1.0,757.46247788796336,3.16796875,0,0,750.61875870405311,0,red45
92,80,75,55,45,f,0,1.9167509810549745,1,1,217.2021484375,red45,-1.0,764.6037349206963,3.484375,0,0,757.76217469827134,0,red45
93,80,75,55,135,l,1,0.74178444310382474,1,2,220.76171875,red135,1.0,771.753340431992,5.015625,0,0,764.90666946051624,1,red135
94,-80,75,55,135,l,1,0.85844847271891922,1,2,-83.59375,red45,1.0,778.89465163119439,4.59375,0,0,772.05197016282727,3,green135
95,-80,75,55,135,j,0,0.96676088781714498,-1,1,-83.59375,red45,-1.0,785.53598863074239,-4.59375,0,0,779.19573481806492,3,green135
96,80,75,55,45,f,1,2.050051814505423,1,1,220.76171875,red45,1.0,792.67724509330128,-3.484375,0,0,785.83573789700131,0,red45
97,-80,75,55,45,f,1,1.883385005296077,1,1,-83.59375,green135,1.0,799.8268443326906,3.484375,0,0,792.9867976354908,2,green45
98,-80,75,55,45,s,1,1.6000382016163712,-1,1,-78.84765625,green45,-1.0,806.97654021646667,3.484375,0,0,800.13103667497671,2,green45
99,-80,75,55,45,s,1,1.6750288293906124,-1,1,-78.84765625,green45,-1.0,813.61778313740706,-3.484375,0,0,807.277879981355,2,green45
