,base_color_a,base_color_b,base_color_lum,base_ori,button,correct_answer,reaction_time,response,task,trial_color,trial_cue,trial_direction,trial_end,trial_orientation,trial_position_x,trial_position_y,trial_start,trial_stimulus,trial_stimulus_label
66,80,75,55,45,f,1,1.5417191582528176,1,1,22.875624999999999,red45,1.0,719.98293642139288,-3.8059875000000001,0,0,713.13904019864822,0,red45
67,80,75,55,45,j,1,1.6667447804193216,-1,2,22.875624999999999,red45,-1.0,727.11586920792979,-3.8059875000000001,0,0,720.27603062401249,0,red45
68,80,75,55,45,f,1,1.6500680644476233,1,1,22.875624999999999,green135,1.0,734.24886385827813,3.3622821875,0,0,727.40650197208743,0,red45
69,-80,75,55,45,f,1,1.8500817486074084,1,1,-26.625624999999999,green45,1.0,741.38175530724584,3.3622821875,0,0,734.54129979573554,2,green45
70,80,75,55,45,s,1,1.3417399695808854,-1,1,22.875624999999999,red135,-1.0,748.52303172587199,-3.3622821875,0,0,741.67673279252449,0,red45
71,-80,75,55,135,f,0,1.5417522283096332,1,1,-17.41375,green135,-1.0,755.15602936963114,3.3204196875000003,0,0,748.81655127783051,3,green135
72,80,75,55,45,s,1,1.4750804300801974,-1,1,13.663749999999999,red45,-1.0,762.29734028374696,3.3622821875,0,0,755.45479822277048,0,red45
73,80,75,55,45,l,0,1.8251571896707901,1,2,13.663749999999999,red135,-1.0,769.43859047439946,-3.3622821875,0,0,762.59513756145498,0,red45
74,80,75,55,45,f,0,1.7834287661025883,1,1,13.663749999999999,red45,-1.0,776.57986746319875,-3.8059874999999996,0,0,769.73517869946409,0,red45
75,-80,75,55,135,s,1,0.80844654838438146,-1,1,-26.625624999999999,red135,-1.0,783.22123952840957,3.3204196875000003,0,0,776.87658426235976,3,green135
76,-80,75,55,45,f,1,0.96680593151359062,1,1,-26.625624999999999,green45,1.0,790.36247517963966,-3.8059874999999996,0,0,783.52269788936064,2,green45
77,80,75,55,135,l,1,0.88353182493847271,1,2,22.875624999999999,red135,1.0,797.50375330878705,3.3204196875000003,0,0,790.65704698656191,1,red135
78,80,75,55,45,f,1,1.1500448298811534,1,1,22.875624999999999,green45,1.0,804.14504184359976,3.8059874999999996,0,0,797.79867748285506,0,red45
79,80,75,55,135,f,1,2.0167271763166355,1,1,22.875624999999999,red135,1.0,811.28634648580737,3.3204196875000003,0,0,804.44148495953959,1,red135
80,-80,75,55,45,l,1,1.1917983410803572,1,2,-26.625624999999999,green45,1.0,818.43594458484949,3.8059874999999996,0,0,811.59024062741992,2,green45
81,-80,75,55,45,s,1,2.2000684208051098,-1,1,-26.625624999999999,red45,-1.0,825.57726775769333,3.8059874999999996,0,0,818.73565593457897,2,green45
82,80,75,55,135,s,1,2.3917036923012347,-1,1,22.875624999999999,red135,-1.0,832.21853006453057,-3.3204196875000003,0,0,825.87647878028474,1,red135
83,80,75,55,45,l,0,1.8500988538089587,1,2,15.04553125,red45,-1.0,839.35982700939894,-3.8059874999999996,0,0,832.51814990143248,0,red45
84,-80,75,55,135,j,1,2.0417272832237359,-1,2,-18.79553125,red135,-1.0,846.00120620177586,-3.3204196875000003,0,0,839.66130988780424,3,green135
85,-80,75,55,45,f,1,1.383393985526709,1,1,-18.79553125,green135,1.0,853.14241049347038,4.1831370156249994,0,0,846.29738618270312,2,green45
86,-80,75,55,45,f,1,2.649991091040647,1,1,-18.79553125,green45,1.0,860.29203539066111,4.1831370156249994,0,0,853.44844535102129,2,green45
87,-80,75,55,135,l,1,1.4083960880416271,1,2,-18.79553125,red45,1.0,867.43331523032975,2.8767143750000006,0,0,860.59087294969322,3,green135
88,-80,75,55,135,l,0,1.8751038071914081,1,2,-18.79553125,green135,-1.0,874.57458765774209,-2.8767143750000006,0,0,867.73029516450333,3,green135
89,80,75,55,135,l,0,1.5250535606610356,1,2,15.04553125,red135,-1.0,881.71583300192106,-3.3204196875000003,0,0,874.87604544852002,1,red135
90,-80,75,55,135,l,0,1.8500475382043078,1,2,-18.79553125,green135,-1.0,888.3571757032023,-3.7641249999999999,0,0,882.01498045017979,3,green135
91,-80,75,55,135,s,0,0.81675711041862087,-1,1,-18.79553125,green135,1.0,895.01515891444797,4.2078303124999996,0,0,888.67164000393495,3,green135
92,-80,75,55,135,j,1,1.4917083962318429,-1,2,-26.625624999999999,green135,-1.0,902.15642735064648,-4.2078303124999996,0,0,895.31643481991887,3,green135
93,80,75,55,45,l,1,1.3667178397263342,1,2,15.04553125,red45,1.0,908.79774439412722,4.1831370156249994,0,0,902.45757097589558,0,red45
94,-80,75,55,45,l,1,1.6250508523389726,1,2,-26.625624999999999,green135,1.0,915.4473449164052,4.1831370156249994,0,0,909.10084513948641,2,green45
95,-80,75,55,45,f,1,1.2750844212951051,1,1,-26.625624999999999,green45,1.0,922.588641576187,-4.1831370156249994,0,0,915.74517554925478,2,green45
96,80,75,55,45,j,1,2.4833781632150931,-1,2,15.04553125,red45,-1.0,929.72993082371613,-4.1831370156249994,0,0,922.89050761110229,0,red45
97,80,75,55,135,j,1,1.5916526617838826,-1,2,15.04553125,red135,-1.0,936.87125228603873,-4.2078303124999996,0,0,930.02967267771965,1,red135
98,-80,75,55,45,f,1,0.69172151021848549,1,1,-26.625624999999999,green45,1.0,944.01244945056715,3.8625599273437494,0,0,937.17360296832339,2,green45
99,-80,75,55,135,f,1,1.391739898310334,1,1,-26.625624999999999,green135,1.0,950.65380697635737,4.2078303124999996,0,0,944.31431491530748,3,green135
