,base_color_a,base_color_b,base_color_lum,base_ori,button,correct_answer,reaction_time,response,task,trial_color,trial_cue,trial_direction,trial_end,trial_orientation,trial_position_x,trial_position_y,trial_start,trial_stimulus,trial_stimulus_label
14,80,75,55,135,f,1.0,2.916636091120381,1.0,1,7.2154374999999993,red135,1.0,183.57571489050497,-4.5284074007812496,0,0,176.73705713564777,1,red135
15,-80,75,55,45,l,0.0,1.3668082122076157,1.0,2,-26.625624999999999,green45,-1.0,190.67530393804373,-4.1831370156249994,0,0,183.83415652114309,2,green45
16,80,75,55,135,j,0.0,1.8667037279374199,-1.0,2,0.001,red135,1.0,197.27495499193901,4.5284074007812496,0,0,190.93474479752331,1,red135
17,80,75,55,135,j,1.0,0.92507950354956847,-1.0,2,0.001,red135,-1.0,203.8829334279817,-4.8008979258203119,0,0,197.53731970048648,1,red135
18,80,75,55,45,l,1.0,0.95839558913939982,1.0,2,0.001,red45,1.0,210.49092155697144,4.4556275406640617,0,0,204.15098133964966,0,red45
19,-80,75,55,135,f,0.0,0.99178152096465055,1.0,1,-26.625624999999999,green135,-1.0,217.59889871012456,4.8008979258203119,0,0,210.75533603880467,3,green135
20,80,75,55,45,f,0.0,1.0168012988542614,1.0,1,0.001,green135,-1.0,224.20681300166325,4.4556275406640617,0,0,217.86069609616425,0,red45
21,-80,75,55,45,l,0.0,1.7083956604092236,1.0,2,-32.282867734375003,green45,-1.0,231.31478302764845,-4.4556275406640617,0,0,224.46958538417493,2,green45
22,-80,75,55,45,j,1.0,1.3750235552870436,-1.0,2,-32.282867734375003,green45,-1.0,238.4227556194146,-4.7281180657031241,0,0,231.57587881535073,2,green45
23,80,75,55,135,f,0.0,2.3749420204949274,1.0,1,7.8310937500000009,red45,-1.0,245.53069542621051,4.8008979258203119,0,0,238.68548295822984,1,red135
24,80,75,55,45,s,1.0,0.90007483525550924,-1.0,1,15.6611875,green45,-1.0,252.63860929011935,4.7281180657031241,0,0,245.79573510315095,0,red45
25,80,75,55,45,l,0.0,2.2916892954217474,1.0,2,15.6611875,green45,-1.0,259.7465767503254,-4.7281180657031241,0,0,252.90797002598447,0,red45
26,-80,75,55,45,s,1.0,0.88339982980323839,-1.0,1,-32.282867734375003,green45,-1.0,266.35456003284162,-4.9597350119863268,0,0,260.01252955992459,2,green45
27,80,75,55,135,s,0.0,2.1583736374632281,-1.0,1,15.6611875,red135,1.0,272.95420966130223,4.8008979258203119,0,0,266.6146218111262,1,red135
28,-80,75,55,45,j,1.0,1.7333421710209223,-1.0,2,-32.282867734375003,green45,-1.0,279.56220634289275,-4.9597350119863268,0,0,273.21907087397449,2,green45
29,-80,75,55,135,j,1.0,2.1833942706125526,-1.0,2,-32.282867734375003,green45,-1.0,286.17016567812789,-4.8008979258203119,0,0,279.82369526513685,3,green135
30,-80,75,55,135,l,1.0,1.8666977411139669,1.0,2,-32.282867734375003,green135,1.0,293.27812829186041,4.8008979258203119,0,0,286.43558566070897,3,green135
31,-80,75,55,135,s,0.0,1.9750118667325296,-1.0,1,-32.282867734375003,green135,1.0,299.88607080698057,-4.5692809795371092,0,0,293.54334158659185,3,green135
32,80,75,55,135,j,1.0,1.8833128783626307,-1.0,2,22.316767187500002,red45,-1.0,306.49404154568219,-4.5692809795371092,0,0,300.15037724095964,1,red135
33,80,75,55,45,j,1.0,1.5001281464665226,-1.0,2,22.316767187500002,red45,-1.0,313.10203195536633,-4.9597350119863268,0,0,306.75967220732491,0,red45
34,80,75,55,135,s,1.0,1.375110221639261,-1.0,1,22.316767187500002,red135,-1.0,320.20996492008271,4.5692809795371092,0,0,313.36857318389048,1,red135
35,-80,75,55,135,l,1.0,1.9500308606329781,1.0,2,-37.091524058593755,green135,1.0,326.8179276763567,4.5692809795371092,0,0,320.47697026973401,3,green135
36,-80,75,55,135,s,1.0,1.1667241116338118,-1.0,1,-37.091524058593755,red135,-1.0,333.45923046550342,-4.5692809795371092,0,0,327.11558098528803,3,green135
37,-80,75,55,135,s,1.0,0.76674292735515337,-1.0,1,-37.091524058593755,green135,-1.0,340.06723855056225,4.5692809795371092,0,0,333.72583754905281,3,green135
38,-80,75,55,135,l,1.0,1.8500686346196744,1.0,2,-37.091524058593755,red45,1.0,347.17518976082647,4.5692809795371092,0,0,340.33279366423267,3,green135
39,-80,75,55,45,s,1.0,1.4084092020275421,-1.0,1,-37.091524058593755,red45,-1.0,353.79147961416311,-4.9597350119863268,0,0,347.44523498982926,2,green45
40,80,75,55,45,s,1.0,0.90012244473291503,-1.0,1,22.316767187500002,red45,-1.0,360.89940288593243,4.9597350119863268,0,0,354.05758523022814,0,red45
41,-80,75,55,45,s,1.0,1.0834434480675554,-1.0,1,-33.004166183007818,green45,-1.0,367.50739557630914,4.9597350119863268,0,0,361.16795083965008,2,green45
42,80,75,55,45,l,0.0,1.7500559482632525,1.0,2,22.316767187500002,red45,-1.0,374.11539824472129,-4.9597350119863268,0,0,367.77379540183574,0,red45
43,80,75,55,135,j,1.0,1.2667519075857854,-1.0,2,22.316767187500002,red135,-1.0,380.72333534319296,-4.3376640332539065,0,0,374.3839342247993,1,red135
44,80,75,55,45,s,1.0,2.2333366118291451,-1.0,1,22.316767187500002,red45,-1.0,387.33965627098041,5.1566094163270497,0,0,380.99285088113174,0,red45
45,-80,75,55,135,f,1.0,1.5000822475085442,1.0,1,-33.004166183007818,green135,1.0,393.96428719062715,-4.3376640332539065,0,0,387.62277757108859,3,green135
46,-80,75,55,135,l,0.0,2.1333886401498603,1.0,2,-33.004166183007818,green45,-1.0,401.0972154157771,-4.3376640332539065,0,0,394.25047089193504,3,green135
47,-80,75,55,45,j,1.0,1.7500126150862343,-1.0,2,-33.004166183007818,green45,-1.0,407.72188767299303,-5.1566094163270497,0,0,401.38082592464161,2,green45
48,-80,75,55,135,j,1.0,1.4083806933595042,-1.0,2,-33.004166183007818,green135,-1.0,414.8548044946765,-4.5692809795371092,0,0,408.00959202669401,3,green135
49,80,75,55,135,l,1.0,1.7000816773361294,1.0,2,16.659524453125002,red135,1.0,421.97946349536141,4.5692809795371092,0,0,415.13869752444953,1,red135
50,-80,75,55,45,f,1.0,1.6750861318159878,1.0,1,-33.004166183007818,red45,1.0,429.10407460148417,-5.1566094163270497,0,0,422.26381950591531,2,green45
51,80,75,55,135,l,0.0,2.1833529330433521,1.0,2,16.659524453125002,red135,-1.0,435.73704117079251,-4.5692809795371092,0,0,429.39615503584173,1,red135
52,-80,75,55,45,j,1.0,0.9167059373576194,-1.0,2,-28.916808307421881,red135,-1.0,442.36168320882098,-5.1566094163270497,0,0,436.02206399910938,2,green45
53,80,75,55,45,f,1.0,1.308423883992873,1.0,1,16.659524453125002,red135,1.0,449.4945911928171,5.1566094163270497,0,0,442.65020832709706,0,red45
54,-80,75,55,135,f,1.0,2.4416540159454598,1.0,1,-28.916808307421881,green45,1.0,456.62756617218292,4.7661553838778321,0,0,449.78095307330477,3,green135
55,-80,75,55,45,s,1.0,1.6750524915860296,-1.0,1,-28.916808307421881,red135,-1.0,463.76051663409453,-5.1566094163270497,0,0,456.92002349114227,2,green45
56,-80,75,55,135,s,1.0,0.90008994485106086,-1.0,1,-28.916808307421881,red45,-1.0,470.39349204109203,-4.7661553838778321,0,0,464.04758267870238,3,green135
57,-80,75,55,45,j,1.0,1.1417391143204441,-1.0,2,-24.829450431835944,green45,-1.0,477.01815432027433,-5.1566094163270497,0,0,470.67645910930332,2,green45
58,-80,75,55,45,l,0.0,0.9167789195489604,1.0,2,-24.829450431835944,red45,-1.0,483.65115538507234,-4.9892661726374357,0,0,477.31214283983354,2,green45
59,80,75,55,135,s,1.0,0.81678989538886526,-1.0,1,16.659524453125002,red135,-1.0,490.77570320195082,-4.7661553838778321,0,0,483.9367672024855,1,red135
60,80,75,55,45,f,1.0,0.90005744496738771,1.0,1,16.659524453125002,red45,1.0,497.40869115276109,5.1566094163270497,0,0,491.0628351015821,0,red45
61,80,75,55,135,s,1.0,0.79180233229453734,-1.0,1,11.002281718750002,red135,-1.0,504.03330639264095,-4.7661553838778321,0,0,497.69445891259238,1,red135
62,-80,75,55,45,l,1.0,0.91674442405928858,1.0,2,-24.829450431835944,green45,1.0,511.16624602125739,5.1566094163270497,0,0,504.32066180023685,2,green45
63,80,75,55,45,j,1.0,0.85007490652787965,-1.0,2,11.002281718750002,red45,-1.0,518.29925692154757,-5.1566094163270497,0,0,511.45527659823165,0,red45
64,-80,75,55,45,s,0.0,1.5916939993530832,-1.0,1,-24.829450431835944,green45,1.0,525.4321626248493,5.1566094163270497,0,0,518.58972775646725,2,green45
65,80,75,55,45,j,1.0,0.90011132635117974,-1.0,2,11.002281718750002,red45,-1.0,532.06515200109425,-5.1566094163270497,0,0,525.72124337707828,0,red45
66,-80,75,55,135,l,1.0,1.6000604383771133,1.0,2,-28.916808307421881,red135,1.0,539.19811814277273,4.7661553838778321,0,0,532.35334812933252,3,green135
67,80,75,55,135,j,1.0,1.8750810002566141,-1.0,2,11.002281718750002,red45,-1.0,546.33938002198011,-4.7661553838778321,0,0,539.4979537902982,1,red135
68,80,75,55,45,s,1.0,2.5000109758384497,-1.0,1,11.002281718750002,red45,-1.0,552.97232207383422,5.0143676591908779,0,0,546.63167484152655,0,red45
69,-80,75,55,45,j,1.0,1.8500364198225725,-1.0,2,-28.916808307421881,green45,-1.0,560.10527652695964,-5.0143676591908779,0,0,553.26184414025556,2,green45
70,-80,75,55,135,s,0.0,0.95837677341842209,-1.0,1,-28.916808307421881,green135,1.0,566.73828072771175,-4.7661553838778321,0,0,560.39285715303777,3,green135
71,80,75,55,45,f,1.0,2.4833698957008892,1.0,1,11.002281718750002,red45,1.0,573.87120496164789,-5.0143676591908779,0,0,567.02792823227719,0,red45
72,80,75,55,45,f,0.0,2.3000084100567619,1.0,2,5.3450389843750017,green135,-1.0,580.50416440379013,-5.0143676591908779,0,0,574.16178355933516,0,red45
73,-80,75,55,45,j,1.0,1.6417127438035095,-1.0,2,-33.004166183007818,green135,-1.0,587.64544709432448,-5.0143676591908779,0,0,580.80078199278432,2,green45
74,80,75,55,45,j,1.0,1.5667497694375925,-1.0,2,5.3450389843750017,green45,-1.0,594.27839969438719,-5.0143676591908779,0,0,587.93695992108769,0,red45
75,80,75,55,135,l,0.0,1.3417519432223344,1.0,2,5.3450389843750017,red135,-1.0,601.41136155976528,-4.7661553838778321,0,0,594.56967846497901,1,red135
76,80,75,55,45,j,1.0,1.1584004356118385,-1.0,2,5.3450389843750017,red45,-1.0,608.54431857867166,-4.8721259020547061,0,0,601.705373741519,0,red45
77,80,75,55,135,j,1.0,1.825044580429676,-1.0,2,5.3450389843750017,green135,-1.0,615.67728300983072,-4.9334986275674462,0,0,608.83227067270491,1,red135
78,-80,75,55,135,l,1.0,1.4667462058532692,1.0,2,-33.004166183007818,red45,1.0,622.31860489978499,4.9334986275674462,0,0,615.9750101562131,3,green135
79,-80,75,55,135,s,1.0,1.0917294926439354,-1.0,1,-33.004166183007818,green135,-1.0,629.45152143638006,4.9334986275674462,0,0,622.60921343157315,3,green135
80,80,75,55,135,,,,,1,5.3450389843750017,green45,,636.58445564834983,4.9334986275674462,0,0,629.74287461459789,1,red135
81,-80,75,55,135,j,1.0,1.3667332344084571,-1.0,2,-33.004166183007818,green135,-1.0,643.72575800986669,-4.9334986275674462,0,0,636.88547155476226,3,green135
82,-80,75,55,45,f,1.0,1.9084170419118891,1.0,1,-33.004166183007818,green45,1.0,650.36709614976098,4.8721259020547061,0,0,644.02409467158577,2,green45
83,-80,75,55,45,s,1.0,0.93350210465177952,-1.0,1,-33.004166183007818,green135,-1.0,657.50839052885021,-4.8721259020547061,0,0,650.66950185377573,2,green45
84,-80,75,55,45,s,1.0,1.5584126943394949,-1.0,1,-29.529911988759771,green45,-1.0,664.64965240805577,-4.8721259020547061,0,0,657.80905321285536,2,green45
85,-80,75,55,135,f,1.0,1.9833221436801978,1.0,1,-29.529911988759771,red135,1.0,671.79097444055151,-4.7912568704312744,0,0,664.95049583702166,3,green135
86,-80,75,55,45,l,0.0,2.2500255865306826,1.0,2,-29.529911988759771,red135,-1.0,678.94052150907737,-4.8721259020547061,0,0,672.0958469996749,2,green45
87,80,75,55,135,f,0.0,1.5083965156700287,1.0,1,5.3450389843750017,red135,-1.0,686.08183698458015,-4.7912568704312744,0,0,679.23883080247469,1,red135
88,80,75,55,45,l,0.0,1.3083888183300587,1.0,2,11.002281718750002,red45,-1.0,693.23143451344913,-5.0143676591908779,0,0,686.38758076862177,0,red45
89,-80,75,55,45,s,1.0,1.1084429848015134,-1.0,1,-29.529911988759771,green135,-1.0,700.37270323473604,-5.135273152756624,0,0,693.53293392688283,2,green45
90,80,75,55,45,l,0.0,1.7250267625131528,1.0,2,11.002281718750002,red135,-1.0,707.01403510272394,-5.135273152756624,0,0,700.67344688336016,0,red45
91,80,75,55,45,f,1.0,2.1416963513183873,1.0,1,11.002281718750002,red45,1.0,713.66366299332367,5.2561786463223701,0,0,707.31714896206904,0,red45
92,80,75,55,135,l,1.0,1.891728637385313,1.0,2,11.002281718750002,red135,1.0,720.3132868927114,4.7912568704312744,0,0,713.96706479022578,1,red135
93,-80,75,55,135,f,1.0,1.4917323435129219,1.0,1,-26.055657794511724,green135,1.0,726.96298662515801,-4.7912568704312744,0,0,720.61753910320294,3,green135
94,-80,75,55,135,j,1.0,1.7667979490852304,-1.0,2,-26.055657794511724,green135,-1.0,733.60420901985708,-4.7912568704312744,0,0,727.26543224130728,3,green135
95,80,75,55,135,l,1.0,1.9666659539507236,1.0,2,11.002281718750002,red135,1.0,740.25392699785152,4.7912568704312744,0,0,733.91100192290833,1,red135
96,80,75,55,45,f,1.0,1.9583562471761979,1.0,1,11.002281718750002,red135,1.0,746.89518645381941,-5.2561786463223701,0,0,740.55637717538957,0,red45
97,80,75,55,135,s,1.0,2.0750684564409312,-1.0,1,11.002281718750002,green45,-1.0,754.0448449912401,-4.6490151132951025,0,0,747.19884939012809,1,red135
98,-80,75,55,45,f,1.0,1.9833871434457251,1.0,1,-26.055657794511724,green45,1.0,760.69447259675326,5.2561786463223701,0,0,754.34927367039018,2,green45
99,80,75,55,45,f,0.0,1.466757894406328,1.0,1,6.193625394531252,red45,-1.0,767.34408794354022,5.2561786463223701,0,0,760.99925506848376,0,red45
